text,label,
is net about to close on zuma and his gupta patronage network?  ,0,
okech kendo: bridge the legitimacy deficit  ,0,
"rt @thestarbreaking: jamhuri high school closed after students clashed over 'unfair treatment', leaving 35 injured. ",
win for jubilee as court upholds rachel nyamai's election  ,0,
star editor: establish basic minimum standards for all schools  ,0,
35 jamhuri students injured in fight over religion discrimination  via @juliusotieno04 ,0,
self-driving experts offer online degree in 'flying cars'  ,0,
prof macharia munene: uhuru focuses on big four for his legacy  ,0,
watu wote film on mandera al shabaab attack nominated for oscars  via @nancyagutu ,0,
briton charged with killing his kenyan wife in 'mysterious accident'  via @alphonce2011 ,0,
ultimatum for nicholas biwott family as trader goes for billions  via @nancyagutu ,0,
"corridors of power: is nandi hills mp alfred keter headed for bigger political roles, or is he digging his own poli… ",
why it’s taken so long to prosecute south africa's state capture cases  ,0,
hugh masekela to get tribute - david muriithi  via @hotsecretz ,0,
big read: shabaab play cat and mouse with lamu 3 years after kdf invaded boni hideout  via… ,0,
"gatundu cop charged with defiling girl, given sh200,
"kenya and south sudan must find, compensate missing activists - rights groups  via @rrajab ",
"oath, people’s assembly suit on same day  via @wambulwaannette ",
sudan rebels refuse to free kenyan pilots  ,0,
"spat between buhari's office, senate threatens nigeria central bank  ",
"passport production resumes after 2,000 affected  via @nancyagutu ",
cbk forecast kenya’s economy to grow 6.2% on good policies  via @itsamadala ,0,
uhuru park closed indefinitely with days to raila swearing-in  via @vidijapatrick ,0,
hunt on for kiambu cop who rented gun to thugs  via @kamoremaina ,0,
daudi mwenda: raila has crossed the rubicon  ,0,
rt @thestarbreaking: several injured after jamhuri high school students clash. ,0,
zambia on verge of containing cholera outbreak after 78 deaths  ,0,
vote: should the law capping bank interest rates be reviewed? #starsurvey,0,
"uhuru hunts for experts, cash to roll out big four  via @olickfelix and @kisikasam ",
what sort of place is a ‘shithole’? it depends on your gender  ,0,
"in today's star: uhuru hunts for experts, cash to roll out big four  ",
jjm nyagah: cabinet should and must be comprised of political heavyweights  ,0,
word is: @mwalimurachel leaves @homeboyzradio for @nrgradioke  ,0,
"busia ‘fish cages’ to increase stock, end fishermen arrests in uganda  ",
"hopefuls frustrated as jubilee, ford-k back nyenze’s widow  ",
kalenjin elders call for dialogue instead of forceful evictions  ,0,
busia residents to benefit from free medical treatment  ,0,
alex awiti: africa’s next growth phase must be deliver equitable and durable prosperity  ,0,
"st mary’s kibabii boys break windows, oppose new principal  ",
"ban on plastic bags hurts our business, nyamira traders say  ",
world bank to fund embu and 19 counties to increase crop production and incomes  ,0,
rasanga used public funds to campaign – gumbo  ,0,
"maseno hospital to be converted into teaching, referral centre  ",
forced embobut evictions go on despite freeze on sh3.6bn by eu  ,0,
"mama lucy kibaki hospital a joke and no serious treatment goes on there, patients and residents say… ",
susan mboya joins washington-based consultancy firm  @susanmboya ,0,
"tanzanian cattle roam capital, county plans to auction them  ",
mohamed omar: smart tax policy data-based  ,0,
ex-nominated senator gwendo charged with sh2.2m theft  ,0,
muchomba denies posting rapist should be released to care for kid  ,0,
[video] joho resists transfer of port services to naivasha  ,0,
jaguar demands audit of 'useless' nairobi cctv cameras as crime soars  @realjaguarkenya ,0,
"waititu, city lawyer tussle over unpaid legal fees in punjab degree case  ",
"governors renew push to borrow money from banks for projects, salaries  @kenyagovernors ",
"education ministry to recruit 1,300 graduates for remedial teaching  via @rambsnabiswa ",
facebook to open digital training hubs in europe  ,0,
newly registered boda bodas nearly double in 10 months  via @ladykanyali ,0,
"cbk, depositors to seize ibl shareholder assets  ",
mothers in knh rape claims urged to speak out  ,0,
family in need of funds to fly body back home  ,0,
youth enterprise fund in plans to loan out sh1 billion to small businesses this year  ,0,
starehe politician steve mbogo in court over sh102 million gold scam  via @carolemaina ,0,
betting firms to review withdrawn sponsorships if government cuts 35% tax  ,0,
"kilifi county chief officers sent on terminal leave, question motive  ",
moses kuria's hate speech case adjourned to march  ,0,
ngilu criticises catholic church's anti-condom stance  ,0,
"hassan omar withdraws joho petition, cites judge's lack of neutrality  via @malemba_mkongo ",
"poachers wrap game meat as parcels, ferry it for sale to unwary nairobi residents  ",
plastic surgeons seek to block expats from local market  ,0,
"rt @thestarbreaking: former mombasa senator, hassan omar withdraws petition challenging governor hassan joho's win. ",
"women protest ‘men only’ cabinet named by uhuru, they want 9 of their own picked  ",
ncpb yet to pay north rift maize farmers sh1.2 billion  ,0,
"kenya builds 1st satellite, launch set for april,
"police blame idleness, joblessness for cbd robberies  via @vidijapatrick #nairobicbdmuggers ",
nasa threatens to boycott nation media products over unfair reportage  ,0,
not shaken? alfred keter says he's still labour committee chair  via @nancyagutu… ,0,
local company’s solar system to cut on electricity bills  via @sigei_benard1 ,0,
"granny,73,
netflix takes $39 million charge after kevin spacey scandal  ,0,
"jubilee keen on equity, not alfred keter's tv noises - duale  via @nancyagutu ",
first movie shot in pokot premiers after deal with tanzanian film stars  via @chaimarryann ,0,
"swaleh mdoe ""humbled"" to be picked for radio, tv awards  via @hotsecretz ",
editorial cartoon: #jubileerebelmps the irony of #jubilee quoting 'regional balance' and 'party discipline' to just… ,0,
treasury’s collection falls sh52.6 billion below mark  via @itsamadala ,0,
eacc investigates 12 top tana river officers for corruption  via @alphonce2011 ,0,
"big read: baringo fishes in troubled waters, getting less catch with each net cast  via… ",
jubilee votes bowen kangogo out of environment committee  via @jamesmurymy ,0,
"standoff at knh as activists, staff clash over rape allegations  via @nancyagutu and… ",
no confidence vote: alfred keter ousted as labor committee chair  via @nancyagutu ,0,
court declines to grant interim orders in temple point suit  via @alphonce2011 ,0,
shelve everything and make devolution work  via @machelwaikenda ,0,
rt @thestarbreaking: alfred keter ousted from labour and social welfare committee after no-confidence vote from members ,0,
red tape has delayed mavoko ap post for six months - official  ,0,
father of south african jazz hugh masekela dies aged 78  ,0,
rt @thestarbreaking: kenyatta national hospital staff hold demonstration defending the hospital against rape allegations perpetrated on pat…,0,
"rt @thestarbreaking: legendary musician hugh masekela dies at a hospital in johannesburg, south africa,
facebook admits social media corrodes democracy  ,0,
dunstan omari: why nasa swearing-in affidavit is futile and laughable  ,0,
.@mikesonko  bans boda bodas from nairobi cbd  via @misskinyanjuimo ,0,
"activists want koros, mailu to resign over knh rape claims  via @odhiamborhoda ",
southern africa's stability hinges on how leaders gain and lose power  ,0,
plastic surgeons seek to block expats from local market  via @wambulwaannette ,0,
star editorial: court overreached with linturi ruling  ,0,
".@mikesonko sacks pa, director after three months  via @juliusotieno04 ",
punishment won’t stop teen pregnancies in tanzania as ‘bad behaviour’ isn’t the cause  ,0,
"1,500 chinese workers build railway in nine hours  ",
charles owino succeeds kinoti as nps spokesman  ,0,
"corridors of power: word has it president uhuru has offered cabinet slots to some allies of opposition politicians,… ",
"you can’t intimidate us, jp tells nasa over threats of civil war  via @arapgketer ",
anc deciding whether to remove zuma as president  ,0,
"eight aipca worshipers charged after fights, released on bail  via @ndichuwainaina ",
nyeri politicians form whatsapp group for gideon’s 2022 bid  ,0,
cue to decide if lecturers without phds will be demoted  via @xnyaundih ,0,
100 mps sign up to support raila oathing  ,0,
vote: should the rebel mps step down from committees? #starsurvey,0,
uhuru to remain jp boss after his term - murathe  ,0,
"in today's star: 100 mps sign up to support raila oathing,,
 ",,
"incubator babies die in athi river, clinic takes no blame  ",
"after vote-hunt, mavoko politicians nowhere to be seen  ",
"stop sacking workers who backed jubilee, lusaka tells wangamati  ",
mp ali mbogo pledge end to kisauni squatter crisis  ,0,
"wetlands in nairobi under threat, environmentalist  ",
kilifi farmers cash in on the ‘flying gold’ of arabuko forest   via @alphonce2011 ,0,
"suzanna owiyo, big nyanza artists snub ‘lunchtime’ hit maker funeral  ",
"2017 warmest year, kenya among most affected countries - fao  ",
"leave some seats for wiper, kalonzo urges orange party  ",
"don't let politicians meddle with matters law, kriegler tells judiciary  ",
"ndung’u njaga: liberate wildlife, kws from dr leakey  ",
pressure on mps to quit house positions may split ruto’s allies  ,0,
"#corridorsofpower: supporters of william ruto, particularly from rift valley,
"[video] i want my land back, german woman tells sonko’s relatives  ",
this song is for you: @ericwainaina tells quitting igathe 'it's okay'  #okay ,0,
"tsc denies political motive in sossion, milemba sackings  ",
"no need for collateral, reps told as they receive sh620m loans  ",
jkia 2014 attack suspects acquitted for lack of evidence  via @mainacarole ,0,
water crisis: hundreds of baringo schools face closure as drought persists  ,0,
city hall begins crackdown on rogue boda bodas in bid to tame muggers  ,0,
"inflation to remain in range despite fuel price increase, says monetary policy team  ",
"jubilee is supporting edith nyenze as a person, not wiper - official  ",
women protest demanding slots in uhuru's 'men only' cabinet  ,0,
ag githu muigai files petition against creation of people's assembly  via @vidijapatrick ,0,
#nairobicbdmuggers: police pledge to contain muggers sprawling nairobi cbd  ,0,
"forget 'chaotic' raila oath, focus on beating ruto in 2022,
"end jubilee, nasa fights for coast to grow,
c-section delivery: what you need to know before the cut  ,0,
"slain nyali banker was abusive, attacked guard with sword - solvit security  ",
rt @thestarbreaking: ag muigai files petition challenging the constitutionality of the people's parliament currently established by 15 coun…,0,
editorial cartoon: fret not... simple solution to complex problems. #nairobicbdmuggers #jubilee via @ndula_victor ,0,
"witch buster arrested after extorting sh650,000 from poor kwale villagers  ",
"kibabii, st mary boys students reject new principals  via @jonaliash ",
us closes kenyan embassy resource center as shutdown drags on  via @vidijapatrick ,0,
mishi mboko denies securing release of likoni poll chaos suspects  ,0,
court allows anglo-leasing witnesses in the uk to give evidence via video link  ,0,
"boy shot dead, eight injured after taita taveta squatters clash with police  ",
knh to hire additional private security after rape claims  via @nancyagutu ,0,
"respect house's independence, nasa tells uhuru over summonses to jubilee mps  via @yobramos4 ",
rt @thestarbreaking: kenyatta national hospital to hire additional security guards after sexual assault claims by patients. ,0,
blocked migratory corridors to blame for wildlife conflicts - @judiwakhungu  ,0,
"are you a state doctor? if not, cba deal not for you  via @jomunji ",
rift mps differ over jp parliament posts  ,0,
museveni to open eala tomorrow  ,0,
state house accused of intimidating mps  ,0,
tough vetting rules on foreign docs to guard against quacks  via @odhiamborhoda ,0,
"fida wants state to take over knh security, stop mums’ rape  ",
"jubilee to spend 60.4 per cent of budget on salaries, allowances  via @itsamadala ",
north rift leaders want kvda disbanded for being 'stumbling block'  ,0,
jambojet to start daily flights to uganda in february  @flyjambojet ,0,
pope francis talks tough on political corruption as latin america trip ends  ,0,
".@crownpaintsplc to train more women in paint work, interior decoration  via @sigei_benard1 ",
nasa directs mps to skip meetings on removing jubilee rebels  via @nancyagutu ,0,
trust in us institutions plunges in trump's first year  ,0,
brexit to raise bilateral link between britain and kenya  via @itsamadala ,0,
this song is for you:  @ericwainaina tells quitting igathe 'it's okay'  ,0,
north rift leaders want kvda disbanded for being 'stumbling block'  via @chaimarryann ,0,
court grants nakumatt admin orders in bid to block liquidation  via @carolynekubwa ,0,
two dead after allegedly taking illicit brew in kericho  ,0,
court stops linturi's arrest over fake academic papers  ,0,
nairobi-made satellite ready for launch into space  via @jomunji ,0,
"stop local politics, focus on raila's oath-taking,
nairobi tout finds passenger dead in matatu  ,0,
"joy gwendo charged with stealing sh2.2m, released on sh300,
"i didn't deny knh rape claims, says lily koros  via @nancyagutu ",
rt @thestarbreaking: reprieve for meru senator mithika linturi after high court temporarily stops his arrest over alleged fake academic pap…,0,
national policy expected to net in more unclaimed financial asset holders  via @itsamadala ,0,
rt @thestarbreaking: former nominated senator joy gwendo charged with five counts of stealing and issuing of bad cheques released on sh300…,0,
when will we quit being so tribal?  via @djebett ,0,
"forget party politics, focus on state house,
"north rift governors push for peace, economic growth after deadly raids  via @hesbounetyang ",
otsieno namwaya: wafula faced many threats  ,0,
star editorial: investigate rape claims made at knh urgently  ,0,
rt @thestarbreaking: coca-cola company announces 'world without waste' initiative to help collect and recycle a bottle or can for each one…,0,
"list of daily items that cause mood swings, infertility and cancer  ",
rt @thestarbreaking: high court allows four nakumatt suppliers to appoint administrator to run and manage the supermarket chain. ,0,
"don't grab everything, kalonzo tells raila on house committees' row  vi @vidijapatrick ",
six killed as congolese security disperse anti-kabila protesters  ,0,
"mwingi residents protest against sand harvesting, demand strict ban  via @mauisyimi ",
five arrested for cbd robberies as sonko forms anti-mugging squad  ,0,
waiguru rolls out linda mama initiative at kirinyaga hospitals  ,0,
kithure kindiki: swearing-in charade threatens kenya’s stability  ,0,
"hate leaflets circulated in embu as wambora, kivuti square off  ",
sossion slams tsc over his sacking  via @vidijapatrick ,0,
eight arrested after kicks and blows at aipca ol kalou  via @ndichuwainaina ,0,
"nasa, jubilee talk tough ahead of raila swearing  ",
vote: are kenyan doctors scared of competition from foreign medics? #starsurvey,0,
"kenya needs raila's leadership, not uhuru's kingship - david ndii  via @oduorernest ",
"in today's star: nasa, jubilee talk tough ahead of raila swearing,
 ",,
nature lovers rally to save the last grevy’s zebras standing  ,0,
micah kigen: of dp ruto's betrayal and president uhuru daring the rift valley  ,0,
raverend juice: nyashinski to bag sh20 million in mega deal?  ,0,
eu parliament raised key issues on kenyan polls  via @eliudkibii ,0,
faith rotich: government must secure the right to equal access to quality basic education  ,0,
anyang' nyong'o: martin luther king jr remembered in trump's increasingly racist usa  ,0,
"koigi wamwere: kenyans must unite against hunger, disease and ethnicity  @kwamwere ",
kazungu katana: how dp ruto and gideon can win coast's support  ,0,
"stop meddling with our plans, @skmusyoka tells @bobgodec  ",
star editorial: consensual gay love should be legalised  ,0,
kuria man chops off wife’s hand for overstaying at funeral  ,0,
bomet county told to swiftly probe killer vaccine  via @fkyegon ,0,
jjm nyagah: cabinet should and must be comprised of political heavyweights  ,0,
autopsy to determine cause of death of bomet jab child conducted  via @fkyegon ,0,
"we’re not divided in plans to take oath, nasa says  ",
how thirdway alliance will offer alternative opinion as opposition  via @eaukot ,0,
the call for dialogue: why it is not about to happen  via @godfreysang ,0,
'no backing down' coast people assembly says on raila-kalonzo swearing in  ,0,
travel review: glamping brings nature and luxury together  via @karimutu ,0,
babu owino released after two days in police cells  ,0,
young gangsters steal guns from cops for city robberies  via @joseph_ndunda ,0,
"don't grab everything by yourselves, kalonzo tells raila on house committees' row  ",
rt @thestarbreaking: embakasi east mp babu owino released after spending two nights in police cells. ,0,
trendsetter: @timmytdat is all about the hits  via @daviesndolo  #kasayole ,0,
"talent search lifts kiambu youths out of crime, drugs and alcoholism  via @stanflex ",
"stop sacking county staff without reason, @ken_lusaka tells wangamati  ",
lamu residents get relief food after fleeing al shabaab attack  ,0,
"be patient, lusaka tells luhyas anxious over losing cabinet job  ",
"fida condemns claims of rape at kenyatta national hospital, promises legal aid support to victims… ",
"sossion, milemba fired by tsc for joining politics  ",
"pokot woman, two children killed in kapendo by suspected turkana bandits  ",
kiambu county to sue chinese company over health complications  ,0,
zilizopendwa 'lunchtime' hitmaker gabriel omollo buried in ugunja  ,0,
private cars operating as psvs put on notice in kirinyaga county  ,0,
"city hall plans to decentralise services in 17 subcounties, boost use of online platform  ",
tobiko vows to unite 'divided' maa community  ,0,
officer caught on camera soliciting for a bribe to be dismissed  ,0,
three bright boys in kajiado yet to join form one for lack of fees  ,0,
"how uhuruto link, tender wars at city hall pushed @igathepolycarp out  ",
state to intensify evictions at embobut forest  ,0,
rt @bambasports: catch the live action of the coast regional finals of the  #chapadimbanasafaricom from shanzu teachers college in mombasa…,0,
police rescue form two student from being lynched by mob  ,0,
busia widow with brain tumor in sh0.5m appeal to undergo brain surgery  ,0,
parallel degree courses could die in four years  ,0,
"30 chiefs raid brewery, owner flees and leaves family in posh home next door  ",
cargo transport concerns between shippers and @kenyarailways_ resolved  ,0,
how to boost your self-confidence  via @samuelmpamugo ,0,
ouma takes charge: nakuru forward to skipper shujaa at sydney and hamilton series  @oumaoscar ,0,
hight court suspends ban on psv night travel  ,0,
"crown paints to train more women in paint work, interior decoration  ",
guard run over by truck while sleeping  ,0,
nasa mps have up to monday to sign affidavit  ,0,
‘not in right mind’: house to edge out rebel committee chairmen  via @kisikasam ,0,
state to distribute learning material for new curriculum new week  ,0,
former family bank bosses fail to stop nys fraud case  ,0,
four university students charged with blocking state house road  ,0,
kenyans in final: women's polo team face usa in statehood day tournament decider  ,0,
assumption sisters take over st mary’s mission hospital in gilgil  ,0,
state house meeting shared posts to reflect regional balance  ,0,
"uhuru, ruto hold talks at state house over full list of cabinet  ",
"knh rape claims: we've not received official complaint from victims, says ceo lilly koros  ",
"eacc probes kisii over bribery claims, hiring supporters,
judge orders partial scrutiny of forms 37b and 37a in khaemba petition  ,0,
#corridorsofpower: the fight against corruption at the once tough-talking professor jacob kaimenyi's lands ministry… ,0,
bishop alfred rotich: national dialogue: let’s use the catholic bishops’ structure  ,0,
"edith nyenze gets wiper nomination certificate, vows to unite kamba nation  ",
"kiraitu terminates 1,030 casual workers,
"stop speculation on cabinet nominees, tuju says  ",
"kinoti, gabow and mbugua sworn-in after interviews  ",
university councils and unions start pay talks  ,0,
mobile money interoperability to lower transfer charges in kenya  ,0,
al shabaab destroy hormuud mast in elwak  ,0,
"we didn't sense defeat, jubilee says after withdrawing from kitui west by election  ",
ceo lilly koros summoned by house committee over kenyatta national hospital rape allegations… ,0,
"how uhuruto link, tender wars at city hall pushed igathe out  ",
late prof nzuve murder suspect acquitted for lack of evidence  ,0,
asian wildlife trafficking 'kingpin' boonchai bach arrested  ,0,
fire razes down obunga market in kisumu  via @faymatete ,0,
"cops, health officials raid chinese fish factory in malindi over noise pollution  ",
national policy expected to net in more unclaimed financial asset holders  ,0,
"lawyer havi wants lsk poll pushed back, says parties not ready  ",
journalist dennis omondi seeks sh12 million help for bone marrow transplant  via… ,0,
university of nairobi students protest mp babu owino's arrest  ,0,
facebook to use surveys to boost ‘trustworthy’ news  ,0,
governor mohamud mohamed criticised for opposing yattani's nomination to cabinet  via… ,0,
malombe scores first win in petition challenging ngilu's victory  ,0,
uhuru to remain jubilee party leader even after 2022 - david murathe  via @alicewangechi ,0,
"ochieng’ kanyadudi: theories, myths and realities in constituting cabinet  ",
rape claim by nursing mum at kenyatta national hospital sparks social media uproar  via… ,0,
"we’re not divided in plans to take oath, nasa says  #railaswearingin ",
uhuru snubs obasanjo call for dialogue  ,0,
museveni: uganda may reintroduce executions  ,0,
in today's star: uhuru snubs obasanjo call for dialogue  ,0,
"traffic cops out to get rich, abet road rules violation – oparanya  ",
communication authority calls for vetting of software vendors  ,0,
"one in every four kenyans has high blood pressure, but more than half don’t know  ",
western branch officials now get four-year ban  ,0,
world bank to give machakos county sh1 billion for agriculture projects  ,0,
dp ruto says the government has set aside sh500m to cushion teams after sponsors withdrawal  ,0,
"bibirioni whatsapp group raises fees for desperate student, enrols him in school  ",
cartels smuggle alcohol and use fake kra stamps  ,0,
"magistrate withdraws from junet hate speech case, cites personal reasons  ",
lamu residents driven out by al shabaab ask state for food  ,0,
kiplagat for japan: two-time world marathon champions set to debut marugame half marathon  ,0,
"mp says switched tutors should go back, fresh transfers to be conducted gradually  ",
filthy mumias police station risks closure by health office  ,0,
memorial service for missing lake nakuru chopper crash victims put off  ,0,
foton to invest sh257.2 million to re-enter kenyan market  @fotonph ,0,
jalang'o recalls pev trauma  @jalangomwenyewe ,0,
"5,000 children fearful of bandits,
at least a dozen congo soldiers killed in battle with ugandan rebels  ,0,
maa elders back tobiko nomination to cabinet  ,0,
pope francis 'slander' comment angers chile abuse victims  ,0,
"mp sudi backs jubilee's bid to punish defiant keter, kangogo,
move principals who fail to deliver - mps  ,0,
judge achode trashes omar's bid for her recusal from joho case  ,0,
automation to slash 1.4 per cent of jobs in kenya  via @itsamadala ,0,
igad refutes splm-io claims of role in jonglei attacks  ,0,
"my arrest is political, i'm innocent,
"ailing man curses wife for abandoning him, kills himself  ",
mp wahome blames brawls in murang’a on county executive  ,0,
schools asked to give details for title deeds to be issued  via @koechjunior_1 ,0,
"nanok unveils plan to expand lodwar airstrip for tourism, trade  @governornanok ",
police in ndhiwa seize bhang worth over sh1 million  ,0,
watchman crushed while resting between trailer tyres  ,0,
nuns take over st mary’s mission hospital in gilgil  ,0,
"dialogue before january 30 only way to stop raila oath, nasa leaders tell uhuru  ",
"police destroy gaming machines and steal cash in the name of following orders, say society members… ",
cholera and amoebiasis: preventable infections with lethal diarrhoea symptoms  ,0,
court orders vote recount for trans nzoia's 131 polling stations  ,0,
national bank admits losing sh29m to fraudsters  via @nancyagutu #nbkhacked ,0,
"babu owino arrested for 'attempt to overthrow government', assault  @babu_owino ",
perminus wainaina: leadership lessons learnt in 2017 as ceo  ,0,
"rt @thestarbreaking: embakasi east mp babu owino arrested over ""intention to overthrow the government"" and assault, detained at parklands p…",
direct us flights to boost business tourism to nairobi - @hemingwayske  ,0,
star editorial: state should shun these bizarre dealings with mps  ,0,
nakumatt’s landlords not interested in rent arrears  ,0,
"mps praise state for merging uwezo, youth,
"we're in control of boni forest, contrary claim is shabaab propaganda - marwa  ",
uhuru accepts role of global champion for youth  ,0,
charles kibiru: taking tourism to the next level  ,0,
"kavuludi to present names of deputy igs, dci boss to uhuru by midnight  ",
"health crisis: deaths, admissions mount as meru denies cholera outbreak  via @ddibondo ",
"barrack muluka, osotsi in war of words over anc secretary general job  via @vidijapatrick ",
youth fund to disburse sh1 billion ahead of merger - @ronnieosumba  ,0,
knh ceo lily koros writes to dci for probe into rape claims  via @nancyagutu ,0,
"city hall praised, criticised as it pulls down 2,
"nikki haley says africa 'important' to us, issues no apology for 'shithole' remark  ",
isiolo airport runway should be expanded - governor  ,0,
"report to the police, ouma oluga tells woman in knh rape saga  ",
"rt @thestarbreaking: former nominated senator joy gwendo arrested by eacc detectives over abuse of office, to be arraigned in court. ",
gina din wins second stevie award for women in business   @gina_din @ginadingroup ,0,
dr rambei daniel: shisha increases lung cancer risk  ,0,
"joy gwendo arrested over abuse of office, sh2.2m theft claims  ",
"we have enough forex reserves, says @njorogep  ",
marwa orders closure of four strip clubs in nyali  ,0,
roselyne akombe gets un job promotion despite quiet push for dismissal  ,0,
adolescence now lasts from 10 to 24 years - scientists  ,0,
"rt @thestarbreaking: coast regional coordinator nelson marwa orders the closure of four strip clubs in nyali, mombasa. ",
doctors issue strike notice over unpaid allowances  ,0,
"you’re state officers, conduct yourself honourably,
uhuruto order removal of defiant committee bosses  via @kisikasam ,0,
court upholds yatta mp charles kilonzo's win  via @andrewsmbuva ,0,
#corridorsofpower: is the wiper party the target in the move to compel all nasa members to sign affidavits of commi… ,0,
"rt @thestarbreaking: high court in machakos upholds the election of yatta mp charles kilonzo, judge says petition was incompetent and lacke…",
mercy cherono flaunts baby bump  ,0,
marwa orders arrest of solvit security boss over nyali banker murder  via @kalvohonsa ,0,
mailu orders probe into rape allegations at knh  ,0,
you don’t know what ‘kdf’ means? betty kyallo trolled on social media  ,0,
rt @thestarbreaking: health cs cleopa mailu orders investigations into the rape allegations at kenyatta national hospital. ,0,
"go slow on job cuts, debt,
patrick gathara: africans too push ‘shithole’ tag  @gathara ,0,
why rape breastfeeding mothers? knh on spot after public outcry  via @nancyagutu ,0,
kuresoi family want justice after assailant chops off daughter's hand  ,0,
"un sent obasanjo to stop raila oath, quell political tension  ",
barrack muluka: musalia is fit to lead nasa at 2022 state house race  @barrackm ,0,
"matiang'i defends higher education reforms, says current system 'too intellectual'  ",
experts to explain consensual same-sex in court case - @paul_muite  ,0,
"no turning back, raila must take oath of office,
"climate insurance scheme targets women farmers in africa, asia  ",
"change tact in fighting al shabaab in lamu, mp muthama urges state  ",
16-year-old boy killed by crocodile in rarieda  ,0,
mudavadi creates new strategy for 2022 election  @musaliamudavadi ,0,
"be patient, uhuru will reward luhyas with cabinet post,
police exams cancelled after mass leakage  ,0,
governor kimemia launches public vetting of bursary fund beneficiaries  ,0,
bright trans nzoia boy joins high school after women lawyers pay fees  ,0,
"[speech] i'll fix nairobi's problems, @mikesonko says,
"kenyan stabbed to death in germany, mum wants justice  ",
nyali guards to face murder charges over banker death  ,0,
pope stops popemobile to comfort fallen horseback cop  ,0,
budget to be aligned to uhuru’s ‘big 4’ agenda  via @olickfelix ,0,
"rift between state house, ruto to blame for city hall crisis  ",
ex-nigerian president obasanjo arrives for uhuru-raila ‘dialogue’  ,0,
"one in every four kenyans has high blood pressure, but more than half don’t know  via… ",
vote: should anc party leader @musaliamudavadi breakaway from nasa? #starsurvey,0,
"in today's star: obasanjo jets in to mediate uhuru, raila poll stalemate  ",
cutting down the used car market  via @karenkandie ,0,
parents of form one kids warned to have them enroled by monday  via @charlesmghenyi ,0,
museveni to address eala next week  via @agichana ,0,
high court summons inspector general boinnet over ps contempt of court  via @carolynekubwa ,0,
"go slow on rollout of 2-6-6-3 curriculum, says keiyo knut boss  via @sk_rutto ",
"mind your words, mp wario tells leaders  via @astarikostephen ",
isaac ongiri: foreign investors benefit the counties  ,0,
lamu residents fear attacks as animals search for food  via @ppcheti ,0,
business back at pipeline after kenya pipeline reviews tariffs  via @ritadamary ,0,
embu elders' council chief jailed for impersonating  advocate  ,0,
100 per cent transition to secondary school may fail  via @xnyaundih ,0,
"we won’t beg igathe to reconsider his resignation, majority leader guyo warns  via… ",
nigeria gunmen kidnap two us and two canadian citizens  ,0,
former ac milan star honda set to nurture talent in kibera slums  ,0,
kilifi pupils spending more time gambling than studying – kfcb  via @yobramos4 ,0,
"knec cancels exam results for 1,205 candidates over cheating  via @rambsnabiswa ",
three banks submit bids for imperial bank  via @muhatiaa ,0,
state to allow maize imports in march to tame food prices   via @agathangotho ,0,
gospel star janet otieno savours ‘sweet’ marriage  via @bryoshavin ,0,
"wiper wants kalonzo to lead talks with jubilee, cites his experience  via @achiaawich ",
patients escaping from ukwala hospital to avoid bills - official  via @oloo079 ,0,
"kibisu kabatesi: police changes a sham, illegal  ",
"murang'a mps condemn assembly fights, blame 'meddling' tuju  via @oduorernest ",
"14 dead by electrocution in mombasa, kenya power to blame - haki africa  via @oduorernest ",
kenya stands with au on trump's 'extremely upsetting' remarks  via @nancyagutu ,0,
editorial cartoon:  #railaswearingin rule from exile?..sigh via @ndula_victor ,0,
kmpdu threatens strike over delayed pay for doctor lecturers  via @rambsnabiswa ,0,
court orders scrutiny of all forms 35a in suna west  via @manuelodeny ,0,
kenyan nurse stabbed to death in germany  ,0,
"society gives sh700,000 bursaries to 80 deaf children  via @monicahmwangi ",
man charged with shooting police officer at kcb meru  ,0,
drought-hit kenyan women trade their way out of poverty  ,0,
kajiado drives elephants back to amboseli after ole lenku's ultimatum  via @kmarindany ,0,
"stop intimidating mps, alfred keter tells uhuru  via @kisikasam and @vidijapatrick ",
speeding motorist kills motorcycle rider in yatta  ,0,
bungoma head teacher charged with defiling 14-year-old stepdaughter  via @ojamab ,0,
"murang'a mcas deny creating disturbance, freed on sh100,
senators to change law to allow governors appoint new deputies  via @kisikasam ,0,
betty kyallo and lillian muli shut down trolls  via @hotsecretz ,0,
naked auschwitz demonstrators who killed sheep convicted  ,0,
maa professionals ask mps to back uhuru's choice of tobiko for cabinet job  via… ,0,
safaricom disconnets internet to city hall over sh3.2m debt  ,0,
gitobu imanyara: judiciary must protect the separation of powers  @gitobuimanyara ,0,
nic partners with @toyota_kenya to encourage purchase of pick-ups  #nictoyotapartnership… ,0,
"vary offerings for market capitalisation, nse told  via @ladykanyali ",
"raila's oath unstoppable, not blackmail for power sharing pact - @davidndii  #railaswearingin ",
star editorial: state house hand in parliament's committees worrying  ,0,
"court rejects vote scrutiny, recount in petition against janet ong'era  ",
"sh3,000 smart licences out in march as @ntsa_kenya tightens surveillance  ",
dpp to review pending cases amid efforts to clear backlog  via @vidijapatrick ,0,
"human error, stress cost nine lives in ndaragwa - accident survivors  ",
godec launches engagement guide for electricity projects    @bobgodec ,0,
"stop interfering with mps' oversight role, mbadi tells state house  ",
"[video] galana ttc risks closure for lack of money, students sent home  ",
"[audio] @railaodinga escalates oath plan, says will run government from exile  ",
lack of space dims government's plan for 100% form one transition  ,0,
