,text,label
1272,kenyan sugar company mumias seeks to build ethanol plant,1
916,tanzanias stock exchange set to relax limits on foreign investors,1
1445,  guinness nigeria still growing  highlights opportunity for foreign investors,1
1344,ghanas inflation rate drops for third consecutive month interest rate cut possible,1
1219,consumers benefit from intensifying competition between africas wireless telecom companies,1
344,world bank sees kenyas gdp growth at 60 in 2015,1
1004,feilizer company aims for ipo on nigerian stock exchange early next year,1
1653,kenya to construct second po by 2011,1
355,bidvest makes takeover bid for adcock ingram  offer at 13 premium to market price,1
181,new ebook kenyas top stocks  ,1
352,ghana to compel multinationals to list on local stock exchange,1
1569,  kenyas equity bank to crosslist on uganda securities exchange,1
1389,guest post recent reforms in african markets via ,1
1586,  africa competitiveness report 2009 by world economic forum launches today,1
545,insurance firm uap holdings plans ipo on nairobi stock exchange,1
368,kenyas equity bank crosslists on rwanda stock exchange,1
1573,  what survey on investing in africa says about us companies,1
122,tanzanias bank m plans debut on dar es salaam and nairobi stock exchanges,1
1146,  the total value of mobile payments in africa should surpass 200 billion in 2015,1
647,foreign investors stick with kenya after horrific mall attack,1
213,ugandas economic growth should reach 65 imf says,1
283,africas gdp growth seen at preeconomic crisis levels afdb,-1
505,remittances from kenyas diaspora up 122 over past 12 months,1
277,imf says congo economy set to grow 92 in 2015,1
1641,ugandas inflation falls to 134,-1
1523,mauritius maintains 25 growth forecast for 2009,1
1458,zimbabwe stock exchange to be demutualized,-1
588,african banking vehicle atlas mara to list on london stock exchange before end of year,1
582,drugmaker novais is bullish on africa sees potential for doubledigit growth,1
1374,no equity is a fastgrowing kenyan bank that has just expanded into uganda,1
522,mauritian lottery company lottotech moves toward ipo,1
1332,  mo ibrahim will not be awarding any african leader his 5m annual prize for good governance this year,-1
94,africas best stock markets ytd namibia 242 south africa 200 tanzania 54,1
885,kenyas education dividend  huge gains made since independence and best yet to come,1
744,kenyas election cheers investors but some worries remain,1
1524,a buffett turns to farming in africa  wish he was doing as much investing as giving,-1
706,kenya to begin online stock trading by end of 2013,1
1123,namibia makes major oil discovery reserves estimated to be nearly as large as angolas  ht ,1
1609,kenyas safaricom income drops due to increased costs intense competition,-1
1089,rwandas second ipo bank of kigali attracts bids for three times number of shares offered more ipos in preparation,1
1616,investors looking but not leaping back into africa,-1
651,ugandas crane bank eyes 2014 ipo,1
1534,buy shares guaranty trust bank trades on the london stock exchange accessible via etrade but please do own research,1
1561,the economist on east african broadband  dont miss comments from and ,1
642,africas best stock markets ytd malawi 621 ghana 482 uganda 367,1
939,africas 9 best hotel stocks,1
1303,liberian cellphone company sells shares to public sans stock exchange,1
1590,tanzanias crdb bank ipo 100 oversubscribed,1
1322,south african finance minister says rand is too strong will curb advance,1
332,ethiopia plans to introduce secondary bond markets next year,1
493,kenyas weighting in msci frontier 100 index jumps from 30 to 48,1
1500,shoterm bearish sentiment on the mauritian stock exchange,1
1200,recordbreaking levels of foreign investment on the nairobi stock exchange,1
667,swedish clothing retailer hm to open first african store,1
1706,namibia cuts rates to stimulate growth,1
1620,zuma taps pravin gordhan to replace trevor manuel as south africas finance minister,1
1588,cnbc video interview with hedge fund manager investing in african stock markets,1
1694,to put the african returns in perspective the sp500 returned 8 during the same time period,1
351,times media group to delist from johannesburg stock exchange following buyout by blackstar,-1
460,nigerian stock exchange to introduce depository receipts,1
139,dar es salaam stock exchanges ipo to launch within next 10 days,1
943,entrepreneur rolls out the web to kenyas poor,1
431,heres why shares of cooperative bank of kenya just popped 12,1
411,ethiopia plans first sovereign bond sale,1
1386,green investors heres a chance to invest in geothermal power supply in kenya  via ,1
1187,kenya compensates customers of collapsed stockbroker,1
477,nigerias total number of hotel rooms to triple over next five years,1
1532,mauritius textile companies outperforming expectations,1
653,johannesburg stock exchange ranked worlds bestregulated stock exchange for the fouh consecutive year,1
1207,rwandan banks offering loans to investors wanting to buy shares in brewery ipo,1
683,africas best stock markets for the first half of 2013 ghana 464 zimbabwe 386 uganda 294,1
979,taste for south africas rooibos tea attracts starbucks,1
700,brazil to cancel nearly 900 million of african debt,1
989,ghanas staterun agricultural development bank to list on stock exchange  ht ,1
253,nigeria cant avoid devaluation says sp,-1
28,vodacom tanzania extends ipo deadline until july 28,1
832,kenya to acquire 14 poable geothermal energy plants with aggregate capacity of 65mw,1
982,zimbabwe stock exchange to set up central share depository  will speed up sharetrading process,1
1466,botswana stock exchange eager to attract new listings,1
321,tanzania exchange expects three ipos in 2015,1
1270,namibia holds interest rates steady as economy slowly recovers,1
970,mark mobius to launch africa investment fund,1
362,botswana stock exchange raises public float requirement for listed firms to 30,1
62,a new ipo in rwanda,1
1600,interesting performance statistics for south african mutual funds unit trusts  by ,1
220,ethiopia opens 475million light rail system,1
566,heights but not dizzy ones for subsaharan stocks in 2014 predict analysts,1
998,south africas largest retirement fund to deploy roughly 75 billion to other african markets,1
1325,ft nigeria prepares for corporate bond boom,1
1321,rwanda burundi to join e african customs union in january joining kenya uganda and tanzania,1
212,subsaharan africas gdp growth to slow to 37 this year world bank,-1
258,ghanas agriculture development bank launches ipo,1
1572,cnbc video africa is more than a commodity play,1
733,kenyas peaceful election outcome propels stock market to highest level in four years,1
1310,liquidity of nigerian bond market soars,-1
798,mastercard ventures into kenya paners with equity bank to issue 5 million debit cards this year,1
454,rwanda plans 1 billion bond on investor demand,1
499,imf says rwandas economy will grow 6 this year,1
1675,euvin naidoo vijay mahajan on africas prospects,-1
757,south africa plans to relax foreign exchange rules to facilitate jselisted firms expansion into rest of africa,1
216,kenya abolishes capital gains tax,1
1144,african markets not as compelling as asiapacific says ford cfo,-1
365,south africas naspers plans to list its novus printing unit on the johannesburg stock exchange,1
836,us farmequipment maker to invest 100 million in africa to capitalize on agricultural boom,1
663,east african stock exchanges aim for multicurrency ipos and common license for stockbrokers,1
456,nigerian stock exchange to revoke licenses of inactive brokers after six months,1
1336,nigerian central bank names and shames more deadbeat borrowers,-1
986,nestle to invest 145 million in zimbabwe dairy production,1
1067,kenyan stock exchange launches two new indexes paving way for exchangetraded funds,1
1673,more oil discovered off ghanas coast,1
1493,  map of african countries membership in regional economic communities ,1
418,kenya proposes scrapping foreign investorsâ€™ caps on stocks,1
1,outbreak of optimism in south africa may spur ipos says jse,1
920,kenya  uganda railroad upgrade underway will triple cargo capacity and double average speed by 2015,1
536,nigerian stock exchange cuts transaction costs for traders,1
479,nigerian stock exchange delists 20 companies for failure to file financial statements,-1
1651,afdb optimistic on east africas 2009 growth,1
531,africas best stock markets ytd rwanda 126 malawi 79 kenya 53,1
498,  rtrs  nigerian stocks hit 4mth high after msci reweights frontier mkt index nigeria now has 19 weight 2nd only to kuwaâ€¦,1
612,private equity firm plans to list ghanas merchant bank on stock exchange within three years,1
1213,fascinating repo bricafrica trade to triple in next five years,1
1061,egyptian private equity fund making big investments in african transpo network  ht ,1
838,private equity poised for push into africa but so far its been more talk than action,1
578,kenyans taking out 30000 loans per day via mshwari safaricoms mobile banking platform,-1
57,mtn ghana to launch ipo before end of 2017,1
1411,video interview with malawian president on agricultural subsidies,1
821,africas best stock markets of 2012  nigeria 545 kenya 539 zimbabwe 321,1
817,turkey turns toward africa opens 19 embassies on continent in past three years,1
92,african angel investor summit to be held in lagos november 17 sponsored by ,1
1262,uganda stock exchange to automate by september 2010 ceo expects ipo of nic and kinyara sugar,1
1323,bidvest debuts on namibian bourse third largest free float on the exchange,-1
1035,tanzanian economy grew 64 during third quaer of 2011,1
658,mark mobius on investing in nigeria,1
1003,ftse to launch new panafrican stock index with african stock exchanges association  ,1
603,samsung plans to double african smaphone sales in 2014,1
130,nigers gdp to grow 52 this year on improved agriculture and oil production says imf,1
1337,south africa a key market for global investors repo   via ,1
1209,walma comes to africa will pay 23 bln for 51 stake in south africas massmart,1
444,world bank cuts rwandas 2014 growth forecast to 57,-1
1153,ivory coasts recovery hampered by rampant cocoasmuggling into ghana,-1
177,french bakers rush to africa as the wealthy seek fresh goods,1
1059,ghana will boost tax rate on mining companies from 25 to 35 also plans windfall tax,1
1614,south africas largest mobile phone company vodacom lists on stock exchange in spite of protest,-1
337,guinness nigeria a glass half full,1
1482,i wouldnt say that the industry is in danger but their are specific banks with suspect asset quality,-1
1193,sign of recovery earnings more than double at zimbabwes secondlargest grocery chain,1
819,gulf investors warm to africa,1
275,10year bond listed on rwanda stock exchange,1
1090,malawi devalues currency by 10 still well sho of black market rate,-1
437,ghanas 1 bln eurobond oversubscribed sells at lessthanexpected rate of 8125,1
619,investors keen on east african retailers but no one is selling,-1
256,new kenya central bank chief shows inflationfighting mettle,1
915,ugandas tax revenue to increase 17 this year thanks to better enforcement and larger tax base,1
879,stock exchange for businesses with social or environmental mission to launch in mauritius by ,1
1635,kenyas power utility plans 191 million bond,1
383,instant coffee company prepares for ipo on tanzanias stock exchange,1
1039,panafrican bank ecobank adopts equator principles  social and environmental standards to evaluate potential loans,1
18,shares of cahora bassa dam to be sold on mozambiques stock exchange,1
579,first private trading floor come to nigerian stock exchange,1
1462,botswana midyear economic review diversification imperative,-1
874,nictus namibia lists on namibian stock exchange,1
635,nigerian stock exchange adopts nasdaq trading platform improving speed and transparency of trading,1
245,nigeria central bank governor dismisses calls to devalue naira,-1
1271,foreign investors keen on kenya in spite of political instability says safaricom ceo,1
121,mucoba bank becomes 17th local firm to list on tanzanias stock exchange,1
398,australias magnum gas  power lists on the botswana stock exchange,1
1684,kenya 2009 economic forecast,1
305,west african bourse to get two more listings this year,1
691,bralirwa a rwandan stock that pours out profits,1
1173,trade between south africa and india totaled 18m in 2002 by 2009 it had grown to 342m  annualized growth of 52,1
581,nigerian stock exchange to delist 53 inactive stockbroking firms,-1
835,nigerias gdp is up  and growth is driven by nonoil sector,1
1103,safrica wants walma to boost fund for the development of local suppliers from 15 million to 75 million,1
1480,  report on africas growth prospects,1
530,marriott becomes africas biggest hotel group after buying south africas protea,1
1483,nigerian banks battle to improve balance sheets,1
31,africas best stock markets ytd zambia 209 mauritius 177 malawi 148,1
496,lower inflation allows uganda to cut key interest rate to 11,1
324,johannesburg has most ipos since 2008 as stocks reach record,1
1289,podcast fighting corruption in nigeria,1
195,jse suspends mtn shares after 52 billion nigerian fine,-1
1705,african private equity funds did well in 2008,1
1165,falling back into bad habits african currencies taking a dive,-1
59,tanzanian electronic payments company maxmalipo eyes ipo,1
688,new investment laws may compel multinationals to list on nigerian stock exchange,1
1249,mauritius plans commodity and currency exchange would allow africa investors to hedge risks,-1
1268,frontier markets to be hidden treasure of 2010  ht ,1
961,african development bank to issue bonds on uganda securities exchange,1
189,  new feature  top gainers  losers stocks now available on african markets  httâ€¦,1
1577,trade volume up but revenue down for namibian stock exchange in 2008,-1
132,cote divoire considers sale of stake in orange ci on local stock exchange,1
686,im bank debuts on nairobi securities exchange,1
416,nigerian stock exchange delists four companies for failing to comply with market rules,-1
424,africa oilfields to list on kenyan and london stock exchanges by end of year,1
1426,repo zambias midyear economic outlook,1
50,tanzanian brokers create new funds to give foreigners ipo access,1
234,from hyperinflation to deflation zimbabweans cant catch a break,-1
1448,why is mauritius so successful  by ,1
403,fastjet plans to sell 51 stake of tanzanian subsidiary on dar stock exchange,1
259,investors see growing risks in nigerias devaluation delay,-1
1540,its disappointing but 4 growth is a heckuva lot better than recession  south africas looking at a 2 contraction,-1
1736,tanzanias crdb plans rights issue prior to exchange listing,1
571,zambian stock exchange to complete share sale this year expects at least 3 ipos,1
567,zambia plans sovereign wealth fund to stimulate investment,1
1042,big investors see africa as more attractive investment destination than asia,1
1499,v interesting have you released a fullyear earnings forecast,1
1313,mauritian stock exchange one of africas best performers this year but still sees profits fall,-1
1226,kenyan retailer deacons heads toward ipo plans to double store count by 2014,1
175,ivory coast banks assets rise 25 in 2015,1
846,rwandas national airline plans to add planes and considers listing on stock exchange,1
172,ge believes it can double african revenue over next five years,1
1716,world bank africas economy to grow by 35 in 2009,1
163,africas frontier markets are cheap again,1
91,access bank ghana launches ipo,1
211,ghana launches 15year 1 billion eurobond at 1075 rate,1
726,nigerian stock exchange unveils new securities market for small fastgrowing businesses,1
1372,zambia among africas top business reformers in 2009,1
672,china lends nigeria 11 billion for roads airpo terminals and light rail,1
1625,podcast interview with head of lusaka stock exchange presentation begins about 10 minutes in,1
1025,collapsed stockbroker will cost kenyas national pension fund roughly 14 million,-1
1632,the lure of africas longterm story,1
858,tanzanias inflation rate drops for 9th consecutive month now stands at 135,1
766,nigerian stock exchange fines 31 companies for failing to release financial results on time,-1
1032,kenyan firms postpone ipo plans as bear market on the nairobi securities exchange continues,-1
1166,mauritiusâ€™s sugar expo income to increase in spite of poor rains thanks to shift to refined specialty products,1
1073,ghana will be worlds fastest growing economy this year says imf,1
1478,disturbing mauritius to expel bangladeshi textile workers,-1
1682,rwanda stock exchange postpones first ipo,-1
1419,video africas investment oppounities  much more than a commodity play,1
524,south africas psg konsult to list on johannesburg stock exchange in june,1
1158,  africa dominates 2011 list of worldâ€™s fastest growing economies  ,1
1097,oil discovery could transform namibia into a country like norway says oil exec,1
1724,chinese investors bide their time in zambia,1
622,ecowas approves common customs regime from 2015 targets common currency by 2020,1
1402,nigerian companies that promptly post ifrscompliant financials on their websites would become darlings of investor community,1
1247,west african regional stock exchange targets 15 market cap growth in 2010 plus an ivorian bank ipo,1
962,kenya discovers more oil,1
1081,nigerias rapidly improving power supply is slashing the costs of doing business,1
111,beat the brexit with these 7 highyielding south african dividend stocks,1
296,safaricom fullyear profit surges 38 as nondata revenue jumps,1
841,sp upgrades nigerias credit rating to bb from b thanks in pa to government reforms,1
230,why jselisted avi should cast aside its seafood business,-1
707,jp morgan sets up shop in kenya,1
695,uganda to impose 10 tax on mobile money transfers,-1
514,more nigerian companies plan to list on london stock exchange,1
1484,s african investors mostly unfazed by construction workers strike,-1
402,nigerias naira hits new record low of 18755 against dollar in response to falling oil prices,-1
1252,kenya plans another wind power project  this one financed by loan from spain,1
696,luxury brands begin to set up shop in africa,1
824,moodys initiates coverage of ghana cites robust growth prospects,1
82,ghanas agricultural development bank adb raises 78 million in ipo,1
535,kenyan gold exploration company plans ipo on nairobi stock exchange,1
429,nedbank buys 20 of ecobank as qatari lender builds stake,1
87,south africas dischem announces november ipo,1
1234,sabotage of fiberoptic cable causing major headaches in kenya,-1
964,malawi ends currency peg to dollar kwacha devalues approximately 50,-1
903,nigerian stock exchange rejects the accounts of 12 companies for failing to comply with ifrs,-1
353,botswana telecom to release ipo prospectus in mid2015,1
717,ghana joins africas bond rush,1
1328,south african economy likely to shrink by 2 this year says finance minister,-1
941,zambia targets 8 economic growth over next five years  tightening tax collection on mining companies,1
334,moodys downgrades ghanas sovereign rating with negative outlook,-1
1410,the future of private equity in africa,1
108,7 ways brexit will be felt across africa,-1
1429,johannesburg stock exchange wants stake in mauritian counterpa cross listings,1
1327,nigeria caps domestic banks market share at 20 to avoid too big to fail syndrome,-1
